"ID","Earnings"
101,9670.75013691418
102,9689.34857510426
103,9680.91068366155
104,9745.134590759
105,9773.55042068521
106,9833.62631167074
107,9786.31145713004
108,9757.23036912059
109,9757.42670028649
110,9756.18712067437
111,9815.48153616893
112,9696.52418695628
113,9747.09853316212
114,9775.33376167071
115,9713.95643765764
116,9749.42857745397
117,9706.91799048818
118,9746.34439120732
119,9698.85570175896
120,9757.17751072977
121,9724.01136218543
122,9806.44320408204
123,9717.06829330696
124,9721.94066161445
125,9753.52314840888
126,9759.28604546301
127,9787.59900187731
128,9739.16624396322
129,9722.13687022941
130,9761.46007796337
131,9730.16061347885
132,9795.60893021766
133,9731.49687046587
134,9701.00357725614
135,9666.70836257453
136,9816.52256769614
137,9748.18999964357
138,9763.63903070807
139,9739.30317893696
140,9726.04760365252
141,9809.4660291174
142,9788.32277790211
143,9797.66314534072
144,9713.93892821693
145,9844.63464335358
146,9727.17887511317
147,9735.19428347539
148,9757.13220353764
149,9657.78304756827
150,9691.05567439172
151,9749.14867350492
152,9779.3550597488
153,9710.99299242119
154,9757.13975473633
155,9736.07727161878
156,9819.52151342271
157,9759.16612192803
158,9821.72844724515
159,9715.93262759279
160,9851.79254784237
161,9742.07037117633
162,9753.30858009149
163,9723.01437255312
164,9836.62651689672
165,9784.42245534065
166,9687.77570416086
167,9697.87776095554
168,9766.45372486751
169,9752.24206229394
170,9750.09993611196
171,9759.2410741374
172,9709.57828591927
173,9656.63301776294
174,9741.59267414559
175,9748.09636246071
176,9803.65196839806
177,9717.98705023361
178,9742.07834220815
179,9720.08384703239
180,9698.91992363341
181,9828.5491933435
182,9767.20390979537
183,9774.41334180475
184,9814.63075542354
185,9747.19250621149
186,9781.35194985652
187,9697.94217875212
188,9756.14922473655
189,9798.44341831021
190,9809.4660291174
191,9820.67754724036
192,9726.08127906789
193,9704.07317070299
194,9837.10178379331
195,9695.06567076174
196,9766.42452767229
197,9798.41780369111
198,9723.96898802746
199,9790.38049163465
200,9789.34174939746
201,9742.3254441948
202,9701.8359847031
203,9749.14867350492
204,9781.26939626853
205,9782.41899364491
206,9709.86353443966
207,9731.0249726265
208,9777.40733350028
209,9756.37660036348
210,9747.3569590479
211,9748.11196865785
212,9761.16250823598
213,9850.81722059984
214,9710.87808949043
215,9758.14544311125
216,9743.06011748758
217,9794.79980171728
218,9747.09853316212
219,9727.47255538699
220,9696.88152702288
221,9837.67981814702
222,9774.30721098779
223,9779.507639504
224,9724.9661735819
225,9769.25130722833
226,9772.38910176763
227,9743.22692138956
228,9782.52861727355
229,9784.32731835412
230,9704.96104530405
231,9753.30858009149
232,9709.19581533574
233,9664.65692894563
234,9697.79493807422
235,9774.27183404881
236,9827.58267679908
237,9799.47430147108
238,9711.89258856345
239,9748.37727400929
240,9749.21864949218
241,9694.87065407282
242,9724.02831184862
243,9807.4856910308
244,9790.51967051609
245,9650.67352124976
246,9707.86994701931
247,9788.31609435857
248,9838.6956268994
249,9703.45790175237
250,9693.03728837098
251,9740.53269994719
252,9793.36416703059
253,9822.53242679255
254,9739.06958398176
255,9767.63291708119
256,9791.36615736784
257,9787.38423284018
258,9734.02531199905
259,9745.30810619339
260,9683.12295476424
261,9704.87097910168
262,9843.91702767873
263,9740.09121442032
264,9775.27738247934
265,9697.92377366738
266,9772.48180951978
267,9747.18467512404
268,9736.05285472354
269,9713.0212068787
270,9813.59593162898
271,9720.96064963421
272,9738.24183328363
273,9827.57149284434
274,9678.13943983318
275,9742.0624001445
276,9817.54564775844
277,9753.13999069926
278,9802.46494029931
279,9719.07866245725
280,9771.49860680767
281,9808.60132730523
282,9736.1668002347
283,9774.22938172202
284,9831.58261456722
285,9738.47623991624
286,9725.41385624597
287,9671.7952664129
288,9773.35862951503
289,9764.30461306218
290,9747.56056732154
291,9764.23841557317
292,9697.21382614768
293,9789.34174939746
294,9768.20957018141
295,9736.10982747912
296,9747.1768440366
297,9662.24259805963
298,9782.50121136639
299,9761.40056401789
300,9770.31432641639
301,9599.29446168416
302,9700.90327292299
303,9761.43032099063
304,9713.17929564483
305,9732.45959691642
306,9775.29147727718
307,9733.34859687033
308,9717.91790811481
309,9785.45468196757
310,9743.31429486203
311,9718.03026405785
312,9760.17922155725
313,9776.67601787243
314,9778.46811357827
315,9691.83560369649
316,9738.35499510627
317,9819.6145676368
318,9785.40054188627
319,9741.04874073776
320,9703.88344391162
321,9726.99427608391
322,9776.31100855005
323,9789.67452713039
324,9708.20008520285
325,9723.2779599877
326,9752.29590029541
327,9699.11258925676
328,9809.72205175728
329,9767.3347933741
330,9763.18865151667
331,9721.50841272042
332,9818.73218845067
333,9681.32685285171
334,9752.95733859927
335,9734.25477039843
336,9760.37336959082
337,9728.97214535161
338,9754.21431159539
339,9780.42945881375
340,9716.07180747442
341,9783.33541689942
342,9706.91799048818
343,9798.56508775093
344,9742.07834220815
345,9784.32052285508
346,9767.3347933741
347,9732.03054904591
348,9686.98883941267
349,9739.18235396013
350,9738.04784158769
351,9743.08394661644
352,9712.89824894948
353,9694.88922709082
354,9750.26262564918
355,9728.30094403145
356,9722.07715456399
357,9744.13704134917
358,9776.58476554183
359,9776.32039751974
360,9826.58845226768
361,9705.95739119221
362,9690.10741239221
363,9776.27591149982
364,9672.74114935795
365,9717.05962255323
366,9679.22171536789
367,9804.55676567361
368,9734.35310971245
369,9776.25485326969
370,9711.90139926155
371,9702.90508327506
372,9777.26051365572
373,9762.20525288243
374,9806.57915844493
375,9699.95271583566
376,9774.31428637559
377,9770.20651626687
378,9803.5955950045
379,9748.15098415071
380,9616.49248758595
381,9725.9634151141
382,9815.67122717323
383,9792.35199103428
384,9875.81947999848
385,9640.63107396282
386,9765.44904409213
387,9710.94879898628
388,9793.74369578157
389,9807.43032523677
390,9790.43351216091
391,9765.23655274939
392,9736.06099368862
393,9785.40054188627
394,9648.63115021885
395,9750.23938428671
396,9852.75353418499
397,9779.39667240931
398,9643.64696355477
399,9783.54012153684
400,9745.53683108418
401,9731.72867993083
402,9757.20771552453
403,9748.08855936214
404,9713.92141877622
405,9686.84618311261
406,9774.67513115327
407,9669.88453566055
408,9713.97394709835
409,9764.17957336071
410,9744.08955102472
411,9731.01669371704
412,9868.80671981912
413,9741.09673486198
414,9688.38257975305
415,9769.25130722833
416,9841.67997982617
417,9812.69909958743
418,9689.89060396456
419,9760.3584351267
420,9715.07537761963
421,9736.23191195536
422,9705.84066898452
423,9756.17196229924
424,9746.37582751261
425,9664.05751909223
426,9831.56069447974
427,9675.69863296383
428,9660.79843336045
429,9683.03635338467
430,9781.5170570325
431,9786.29797808746
432,9727.06140300364
433,9711.99831694071
434,9729.28053617855
435,9700.96710295317
436,9801.4279613613
437,9686.96981857266
438,9750.16966019934
439,9714.02647542047
440,9745.1898002154
441,9695.80202238689
442,9807.67639543244
443,9765.57360798271
444,9718.08212064696
445,9673.82560802498
446,9758.14544311125
447,9787.51175195597
448,9739.2065189555
449,9734.58256811182
450,9756.15680392411
451,9725.02530148093
452,9713.89515461517
453,9778.3288449324
454,9702.92320847103
455,9800.58113284522
456,9758.37866261543
457,9743.49698484992
458,9815.56452598331
459,9759.23357891646
460,9785.35316931514
461,9821.50957064126
462,9734.23018556992
463,9814.6962695839
464,9779.4313496264
465,9747.21599947384
466,9716.9469027548
467,9743.36195311974
468,9737.04220919053
469,9679.72116255247
470,9727.13692078833
471,9739.04541898639
472,9742.10225530364
473,9731.01669371704
474,9790.36723650309
475,9695.05638425275
476,9740.24372760233
477,9768.34719328142
478,9782.30937001627
479,9739.03736398794
480,9709.97880122581
481,9762.49429180047
482,9729.16384775755
483,9791.39915525237
484,9735.18611652143
485,9703.99185922098
486,9752.27282686621
487,9746.06932353599
488,9774.49824645833
489,9734.40227936946
490,9693.09334329147
491,9762.53875932633
492,9819.66109474384
493,9713.96519237799
494,9801.44692042574
495,9723.96051319587
496,9800.59382819927
497,9757.37384189567
498,9759.1811123699
499,9718.09940617665
500,9731.17399299683
501,9706.86428663327
502,9699.84295706026
503,9755.22727128023
504,9771.26950746606
505,9770.60182014844
506,9781.40698558185
507,9796.36806099039
508,9762.24230915398
509,9709.00013271161
510,9717.19835461285
511,9690.91469742421
512,9778.41936955222
513,9748.19780274214
514,9788.30941081504
515,9761.37080704515
516,9818.59777927377
517,9782.5628746575
518,9773.25207886493
519,9658.65435275478
520,9732.23682206058
521,9777.47724771198
522,9791.51134805978
523,9700.89415434725
524,9769.5759971763
525,9700.88503577151
526,9806.47410280088
527,9769.23687656397
528,9705.98432708629
529,9651.93060650516
530,9701.29537167984
531,9786.36537330033
532,9718.96667036959
533,9657.93787902936
534,9801.38372354426
535,9734.00892211338
536,9799.48067713698
537,9722.09421618268
538,9808.57070847515
539,9719.30264663257
540,9802.43977350222
541,9745.095155433
542,9703.83827086606
543,9816.49896827611
544,9809.5879446602
545,9683.87801355394
546,9698.9290981869
547,9776.29696972996
548,9759.405968998
549,9693.81864510844
550,9685.72634170878
551,9768.41962649195
552,9787.36409824294
553,9772.2393430911
554,9802.4901070964
555,9669.73474219714
556,9832.65361538255
557,9714.21032454789
558,9782.37788478417
559,9757.17751072977
560,9707.13280590782
561,9800.39070253452
562,9751.26000712575
563,9815.50524754447
564,9745.49739575818
565,9731.00013589811
566,9740.1393764778
567,9746.32867305467
568,9679.72116255247
569,9747.07503989978
570,9750.10768323278
571,9735.31678778477
572,9787.37080977535
573,9735.02277744225
574,9728.99715001326
575,9693.82795960631
576,9765.21457088635
577,9811.51336477479
578,9709.90786781895
579,9720.95209083599
580,9855.7693398103
581,9763.36584988705
582,9656.58126733152
583,9738.03167561303
584,9824.67412634339
585,9695.89460758809
586,9804.55676567361
587,9761.5419096384
588,9747.20033729894
589,9700.81208716558
590,9742.12616839912
591,9688.97985185643
592,9771.31962294704
593,9684.74932453826
594,9724.09611050138
595,9751.63824459101
596,9739.06958398176
597,9760.32856619846
598,9690.92409588871
599,9776.67601787243
600,9754.64951601842
601,9752.10362171871
602,9739.09374897712
603,9753.23961170376
604,9702.20869876455
605,9748.08075626356
606,9718.08212064696
607,9701.89052822429
608,9774.2789094366
609,9718.1599055306
610,9707.91456028736
611,9762.18301911951
612,9759.15862670709
613,9757.16995953109
614,9738.33074614428
615,9802.54044069057
616,9803.53922161094
617,9722.10274699203
618,9899.14007779377
619,9805.71076789895
620,9784.34770485123
621,9779.99312054325
622,9749.1797739437
623,9703.86537469339
624,9839.63248203334
625,9729.03048956212
626,9706.03819887446
627,9739.0615289833
628,9770.39338719271
629,9746.31295490202
630,9689.85289815106
631,9816.47536885608
632,9744.29534243068
633,9839.8164459135
634,9781.48265970418
635,9805.42521219734
636,9711.89258856345
637,9692.02301320898
638,9746.19506875717
639,9753.41586425018
640,9788.40966396805
641,9806.41848510697
642,9773.34442276168
643,9794.50008364445
644,9790.55943591078
645,9668.72930572211
646,9766.36613328185
647,9695.20496839669
648,9766.285840995
649,9686.76058933258
650,9700.85768004429
651,9834.70726493027
652,9749.171998834
653,9664.6670551209
654,9736.1668002347
655,9745.54471814938
656,9730.38489973399
657,9754.16086543818
658,9758.28086088787
659,9821.66508822823
660,9765.26586190011
661,9734.00072717055
662,9784.3952733445
663,9658.73670562301
664,9728.18386376618
665,9769.35953721099
666,9829.61021372575
667,9751.55333413962
668,9749.1797739437
669,9725.60813362849
670,9718.00433576331
671,9822.50949910554
672,9783.43094573022
673,9738.11250548634
674,9759.39847377706
675,9718.11669170635
676,9777.44229060613
677,9779.46602684349
678,9780.54688554096
679,9777.35140213093
680,9830.69821438421
681,9723.96051319587
682,9792.60171137945
683,9693.83727410418
684,9829.72093371818
685,9652.71555641417
686,9786.39907090676
687,9748.4318956993
688,9702.97758405897
689,9771.22655133951
690,9797.39301630737
691,9798.43061100066
692,9847.70706267671
693,9751.16737754242
694,9804.4881727369
695,9779.50070406058
696,9651.61590558532
697,9773.33021600833
698,9721.94066161445
699,9743.45726963516
700,9816.52256769614
701,9696.54270399652
702,9811.49524537663
703,9678.07110359397
704,9728.075146377
705,9754.14559510755
706,9775.24214548473
707,9691.798121794
708,9823.53800321196
709,9809.42945445456
710,9648.58885422969
711,9810.69001792543
712,9733.32392807519
713,9818.50427723767
714,9747.10636424957
715,9701.32272740706
716,9854.78341637943
717,9777.41432492146
718,9806.4308445945
719,9780.43636626829
720,9753.27026432053
721,9750.2316371659
722,9735.22695129122
723,9703.85634008428
724,9787.50504042356
725,9807.43032523677
726,9806.58533818869
727,9694.79636200085
728,9741.19272311042
729,9771.26234811164
730,9761.2517791542
731,9787.35738671053
732,9779.32038253172
733,9854.74956243537
734,9758.28086088787
735,9770.67369358146
736,9723.00586973265
737,9735.26778606102
738,9749.10202284674
739,9838.66920640071
740,9636.59897797643
741,9722.0600929453
742,9736.04471575845
743,9716.23708358385
744,9774.34258792678
745,9810.52618764231
746,9797.36085808912
747,9700.96710295317
748,9745.1267036938
749,9776.32504737014
750,9720.96920843243
751,9699.82466393103
752,9778.30099120323
753,9806.47410280088
754,9757.14730593502
755,9693.87453209567
756,9750.22389004508
757,9816.65236450632
758,9726.96071262404
759,9693.93973358078
760,9765.1925890233
761,9816.53436740616
762,9653.88774181361
763,9712.99485875101
764,9781.43450344451
765,9747.43526992237
766,9776.33908619023
767,9748.14318105214
768,9795.57649211065
769,9783.67659129513
770,9728.33439553581
771,9728.14204938573
772,9819.59711997166
773,9704.87097910168
774,9728.15877513791
775,9764.3855211043
776,9699.28690577311
777,9700.93974722595
778,9812.46463897746
779,9732.07180364884
780,9820.62545614482
781,9812.60892242975
782,9697.35228411634
783,9767.23299503509
784,9770.27838969988
785,9807.50414629547
786,9740.20359255443
787,9790.36723650309
788,9804.43828696474
789,9770.43651125251
790,9772.51746634752
791,9808.49109951695
792,9774.24353249762
793,9684.78759012928
794,9761.36336780197
795,9735.04727830413
796,9760.14935262901
797,9790.35398137152
798,9738.06400756235
799,9770.50119734223
800,9752.11900400485
801,9711.35537858743
802,9821.51533055189
803,9681.03650225392
804,9719.94645843883
805,9857.87017080466
806,9739.18235396013
807,9681.93508499884
808,9853.71502432737
809,9832.59909505261
810,9667.03060889525
811,9778.53774790121
812,9701.81780352937
813,9754.84039515132
814,9786.31145713004
815,9758.19810557993
816,9720.01515273561
817,9702.94133366701
818,9825.53786014053
819,9814.6962695839
820,9677.68061079849
821,9699.98015552951
822,9773.29469912497
823,9729.98616861374
824,9712.27144858198
825,9763.1738849858
826,9678.74473314834
827,9768.33994996036
828,9694.89851359981
829,9789.31512717882
830,9742.07834220815
831,9709.11576335314
832,9792.47027961883
833,9722.23923994156
834,9780.3396619047
835,9753.13232754507
836,9727.03623040874
837,9769.20801523526
838,9686.74156849257
839,9769.47498252582
840,9685.85034102422
841,9708.92897539374
842,9808.61357483726
843,9737.11520797639
844,9726.21598072936
845,9811.47108617908
846,9740.04305236285
847,9752.31128258155
848,9782.45325102886
849,9726.96910348901
850,9737.20442871467
851,9826.77953112014
852,9776.57072672174
853,9734.41047431229
854,9724.26560713326
855,9801.57331418868
856,9690.06028012533
857,9676.70426536099
858,9759.30103590488
859,9680.70743824311
860,9789.47486049063
861,9682.86315062554
862,9716.15009615783
863,9680.88164860177
864,9772.21794899445
865,9764.20163919038
866,9731.03325153596
867,9801.44692042574
868,9741.55267904207
869,9707.91456028736
870,9699.03919282882
871,9749.10202284674
872,9795.34942536154
873,9763.1960347821
874,9780.27749481382
875,9668.63917774417
876,9774.64682960208
877,9748.26022753071
878,9717.34575742618
879,9689.7586336173
880,9731.29817663877
881,9790.34735380574
882,9738.05592457502
883,9761.22946142464
884,9678.86154512048
885,9794.38280265943
886,9825.65646719815
887,9706.85533599079
888,9725.54900572947
889,9686.77009975258
890,9733.01967960189
891,9846.67132104706
892,9803.63317726687
893,9793.54084420777
894,9691.90119702586
895,9677.7489470377
896,9745.35542858459
897,9689.94716268482
898,9786.31145713004
899,9742.30153109932
900,9774.26475866101
901,9855.77414809915
902,9778.25921060946
903,9784.29334085893
904,9750.18515444098
905,9788.50991712107
906,9780.31893954108
907,9828.53806536651
908,9780.65049735909
909,9724.07068600659
910,9719.93787165173
911,9794.53917730613
912,9718.44511677065
913,9816.48126871108
914,9761.21458293827
915,9772.39623313318
916,9767.24026634502
917,9817.56913522297
918,9735.12078088976
919,9715.29354590657
920,9741.31270842097
921,9650.83129154282
922,9832.62090318459
923,9636.86081470764
924,9695.82979794725
925,9785.305796744
926,9669.70478350445
927,9735.21878433727
928,9794.68252073226
929,9777.28148791923
930,9818.72634457341
931,9741.08873584128
932,9751.15193927853
933,9720.10960739369
934,9784.74863929449
935,9812.49469803002
936,9727.26278376283
937,9693.93973358078
938,9784.63991130988
939,9754.1685006035
940,9754.13032477692
941,9725.23647254889
942,9764.26048140284
943,9858.8040427245
944,9783.32176992359
945,9798.48824389363
946,9682.3017988454
947,9740.1795115257
948,9675.92445380953
949,9775.62975242542
950,9697.82254570133
951,9761.20714369509
952,9689.16894070147
953,9687.93690549004
954,9799.38504214849
955,9790.37386406887
956,9741.12073192409
957,9730.01108930875
958,9700.86679862003
959,9741.20072213112
960,9842.80946379619
961,9659.25141104951
962,9746.84737209203
963,9707.87886967292
964,9764.20163919038
965,9661.85461266735
966,9786.31819665132
967,9752.10362171871
968,9750.20839580344
969,9657.648860302
970,9619.81587436119
971,9826.59969220018
972,9702.90508327506
973,9690.77372045671
974,9753.17830647022
975,9760.22402494961
976,9878.83637718995
977,9659.63931296825
978,9782.29566706269
979,9762.53875932633
980,9820.56178925027
981,9778.28706433864
982,9791.47835017525
983,9790.37386406887
984,9813.47027137462
985,9783.34224038733
986,9779.34812430539
987,9778.4472232814
988,9740.07516040117
989,9756.21743742463
990,9793.42305942298
991,9795.50512827522
992,9800.4668746588
993,9739.03736398794
994,9768.26751674983
995,9698.98414550786
996,9756.14922473655
997,9868.79338651874
998,9665.70289811063
999,9773.45097341178
1000,9725.59968678578
1001,9737.07465309536
1002,9758.25076804862
1003,9736.24818988553
1004,9754.38992039767
1005,9740.05910638201
1006,9755.15880669227
1007,9842.73705377691
1008,9676.79237813986
1009,9778.26617404176
1010,9729.0804988854
1011,9767.24026634502
1012,9729.04715933655
1013,9648.72631619445
1014,9745.07149423741
1015,9688.97039741418
1016,9742.27761800384
1017,9779.26489898437
1018,9792.43085009065
1019,9739.24679394777
1020,9731.16571408737
1021,9894.96737949404
1022,9844.72161818378
1023,9764.30461306218
1024,9788.38961333745
1025,9749.16422372431
1026,9656.87106974741
1027,9731.03325153596
1028,9670.69038746207
1029,9810.6960857137
1030,9805.67972923573
1031,9690.75492352771
1032,9775.47470964914
1033,9745.213461411
1034,9756.12648717386
1035,9725.12666359355
1036,9634.6541239867
1037,9758.35609298599
1038,9662.60504749471
1039,9725.98025282178
1040,9744.15287145732
1041,9806.48646228841
1042,9782.4943598896
1043,9762.19784162813
1044,9664.68730747145
1045,9780.40873645012
1046,9799.44879880748
1047,9637.50636562164
1048,9789.62128269312
1049,9785.53589208952
1050,9777.32343644625
1051,9738.03167561303
1052,9702.950396265
1053,9750.25487852836
1054,9738.38732705559
1055,9763.35846662162
1056,9659.63931296825
1057,9767.37842123367
1058,9815.56452598331
1059,9744.36657791736
1060,9793.65862899256
1061,9752.25744458007
1062,9795.40781395417
1063,9762.53875932633
1064,9725.22802570617
1065,9759.33101678863
1066,9793.41651582383
1067,9741.29671037956
1068,9796.38098025544
1069,9774.51947262172
1070,9767.21845241523
1071,9687.90845819665
1072,9772.35344493988
1073,9792.47685120686
1074,9760.22402494961
1075,9805.46866632585
1076,9759.31602634676
1077,9776.27591149982
1078,9755.15880669227
1079,9711.95426345019
1080,9708.97344871741
1081,9756.3083876754
1082,9756.24775417489
1083,9703.97379000275
1084,9794.61736462947
1085,9786.50690324734
1086,9760.33603343052
1087,9784.57875181853
1088,9759.21109325365
1089,9682.83428349902
1090,9727.38025587236
1091,9765.27318918779
1092,9748.22901513643
1093,9713.3198189925
1094,9749.14089839522
1095,9801.47219917833
1096,9752.11900400485
1097,9661.85461266735
1098,9760.17922155725
1099,9732.06355272826
1100,9745.1188166286
1101,9669.09983185362
1102,9778.64219938562
1103,9692.79438371553
1104,9782.43269659849
1105,9738.20141834698
1106,9737.39098116743
1107,9710.8957668644
1108,9787.39094437259
1109,9778.36366209387
1110,9803.50790305896
1111,9721.02912001998
1112,9787.35738671053
1113,9717.94383640936
1114,9780.36038426833
1115,9675.75754274966
1116,9804.60041572425
1117,9730.01939620709
1118,9729.98616861374
1119,9810.52618764231
1120,9733.0279025336
1121,9741.1367299655
1122,9745.27655793259
1123,9785.33963429481
1124,9793.47540821622
1125,9712.12166671419
1126,9741.22471919323
1127,9821.51533055189
1128,9737.17198480984
1129,9762.22748664536
1130,9725.01685463821
1131,9753.13999069926
1132,9728.09187212919
1133,9727.22922030296
1134,9669.63487988819
1135,9837.66388188118
1136,9800.3843548575
1137,9764.25312612628
1138,9728.3427584119
1139,9698.9290981869
1140,9725.15200412171
1141,9734.4596439693
1142,9768.75281926039
1143,9777.27449649806
1144,9673.66761961873
1145,9655.63787539644
1146,9847.71209487657
1147,9778.42633298451
1148,9779.28570531463
1149,9713.33738441096
1150,9735.06361221205
1151,9725.95499626025
1152,9799.42967180978
1153,9822.60120985358
1154,9688.87585299166
1155,9824.54925557537
1156,9747.12985751191
1157,9784.30013635797
1158,9766.21284800695
1159,9685.00761727766
1160,9784.32731835412
1161,9652.68417028881
1162,9794.44795876222
1163,9798.46262927453
1164,9751.31404104936
1165,9777.98762145738
1166,9741.29671037956
1167,9696.88152702288
1168,9667.72386924708
1169,9721.99184647053
1170,9796.41327841807
1171,9730.90823432933
1172,9779.29957620146
1173,9766.24934450097
1174,9730.19384107221
1175,9806.54207998232
1176,9720.00656594851
1177,9750.13867171605
1178,9665.97554914338
1179,9763.1738849858
1180,9695.87609054785
1181,9767.19663848544
1182,9829.58253372765
1183,9696.79845224168
1184,9794.53266169584
1185,9748.13537795357
1186,9696.45937731544
1187,9738.02359262569
1188,9828.92198057282
1189,9791.4321531369
1190,9715.94132633539
1191,9773.44387003511
1192,9744.29534243068
1193,9773.29469912497
1194,9781.30379359686
1195,9787.35738671053
1196,9738.79147642215
1197,9755.13598516295
1198,9711.87496716724
1199,9709.99653457752
1200,9803.35206989658
1201,9664.64680277035
1202,9733.01145667018
1203,9765.24388003707
1204,9698.9382727404
1205,9646.54592342126
1206,9650.73662936699
1207,9846.65614048087
1208,9646.54592342126
1209,9859.03081019102
1210,9679.85705134236
1211,9728.2507667749
1212,9767.28389420459
1213,9719.00974424946
1214,9780.34656935924
1215,9719.0958920092
1216,9715.05792415667
1217,9824.53222774337
1218,9745.1030424982
1219,9767.51657612232
1220,9716.08050621702
1221,9776.26187267973
1222,9671.80519666605
1223,9750.20064868262
1224,9750.17740732016
1225,9724.38425477558
1226,9833.60461549427
1227,9711.20512090874
1228,9843.65981991082
1229,9704.95203868381
1230,9774.76003580684
1231,9723.00586973265
1232,9705.85862624724
1233,9685.73588011766
1234,9748.22901513643
1235,9786.7225679285
1236,9728.99715001326
1237,9776.32504737014
1238,9812.48267440899
1239,9757.21526672322
1240,9759.17361714896
1241,9825.72424265965
1242,9774.24353249762
1243,9716.93823200107
1244,9754.20667643008
1245,9740.62902406214
1246,9664.72781217255
1247,9720.13536775498
1248,9750.1929015618
1249,9742.17399459008
1250,9773.45807678846
1251,9812.45261535643
1252,9757.46445627993
1253,9749.20309927279
1254,9690.77372045671
1255,9750.27811989082
1256,9673.67749389412
1257,9689.83404524431
1258,9844.78812834805
1259,9701.84507528996
1260,9752.15745972019
1261,9775.48880444699
1262,9729.26386640412
1263,9781.28315519986
1264,9757.15485713371
1265,9754.50444787741
1266,9761.82460087942
1267,9735.32495473873
1268,9721.93213080511
1269,9790.34072623996
1270,9768.35443660247
1271,9696.85383542914
1272,9716.0022175336
1273,9708.97344871741
1274,9714.8921162586
1275,9830.57153013707
1276,9820.50391025522
1277,9851.90079321809
1278,9678.01252967465
1279,9737.21253969088
1280,9721.20885478264
1281,9710.01426792924
1282,9735.06361221205
1283,9800.44148395071
1284,9776.25485326969
1285,9786.41928947062
1286,9724.00288735384
1287,9818.55687213298
1288,9733.13480064584
1289,9732.24507298116
1290,9816.55206697118
1291,9702.38141991499
1292,9736.20749506011
1293,9705.06011812665
1294,9753.50782210049
1295,9806.42466485073
1296,9839.60620147903
1297,9794.53266169584
1298,9805.5617823155
1299,9638.63133478757
1300,9791.45195186762
1301,9804.50687990146
1302,9807.7071542069
1303,9780.78173899539
1304,9791.51134805978
1305,9810.80530590245
1306,9789.31194234521
1307,9782.54917170392
1308,9735.32495473873
1309,9693.04663085773
1310,9773.41545652842
1311,9834.6587004331
1312,9797.77248328279
1313,9760.29869727022
1314,9706.3973441289
1315,9689.90003041794
1316,9725.0084077955
1317,9730.43474112403
1318,9651.68933579995
1319,9706.96274370061
1320,9703.01383445092
1321,9815.46968048117
1322,9780.27058735928
1323,9661.98734451208
1324,9863.81148814448
1325,9607.57350386347
1326,9733.57061602652
1327,9714.93574991599
1328,9751.15965841047
1329,9733.14302357756
1330,9722.13687022941
1331,9755.20444975091
1332,9763.29940049816
1333,9798.53947313183
1334,9700.37345780803
1335,9748.45530499501
1336,9758.60435890981
1337,9794.74767683505
1338,9738.09633951167
1339,9805.43762766263
1340,9809.49041222596
1341,9805.69214470102
1342,9739.39178391997
1343,9844.63464335358
1344,9750.16966019934
1345,9705.06912474689
1346,9746.43084104688
1347,9803.49537563817
1348,9813.00570192354
1349,9776.31100855005
1350,9788.5166006646
1351,9810.62327225453
1352,9749.30417569884
1353,9719.19065454491
1354,9693.77207261907
1355,9741.04874073776
1356,9729.18051753198
1357,9844.86998701177
1358,9762.70180692112
1359,9660.94176719134
1360,9826.69523162641
1361,9829.68218172083
1362,9717.13765933677
